Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
162	-132.41608	1.3739935	-129.51466	-135.71991	100.0	-508.4229	6.1035156e-05	-508.42297	-508.42297	815000	-1.1901855e-07	210575.97	-0.0017232789	-2.203125	0.6053152	0.0037907294	0.0208	79.0	584.0771796703339
163	-133.45479	1.4969976	-128.90266	-136.06783	100.0	-508.4205	0.0	-508.4205	-508.4205	820000	6.1035155e-09	210254.27	-0.0009675308	-2.1875	0.61189663	0.0017916332	0.0108	79.0	587.7485406398773
164	-133.53487	1.72432	-129.9469	-138.12064	100.0	-508.4182	6.1035156e-05	-508.41815	-508.41815	825000	-3.051758e-08	210213.34	-0.001993943	-2.1875	0.59906805	0.004841215	0.0234	79.0	591.3769626617432
165	-134.13411	1.7693249	-129.89436	-138.20569	100.0	-508.4158	3.0517578e-05	-508.41577	-508.41577	830000	8.31604e-08	209988.69	-0.0021805144	-2.234375	0.54573596	0.0023614056	0.0154	79.0	595.080246925354
166	-135.10883	2.0113244	-131.16953	-139.09514	100.0	-508.41324	6.1035156e-05	-508.4133	-508.4133	835000	-8.010864e-08	209665.31	-0.0012599472	-2.171875	0.5334964	0.0011484876	0.0158	79.0	598.7574987411499
167	-135.40181	2.1059005	-132.0154	-140.26106	100.0	-508.41095	3.0517578e-05	-508.41092	-508.41092	840000	-7.400513e-08	209559.75	-0.0029029655	-2.3125	0.51541555	0.006515462	0.034	79.0	602.3446288108826
168	-135.40137	1.9303544	-131.70267	-140.23807	100.0	-508.4085	3.0517578e-05	-508.40848	-508.40848	845000	2.89917e-08	209652.36	-0.0022168122	-3.75	0.5266812	0.0044876668	0.0256	79.0	606.0008270740509
169	-135.10641	1.88912	-131.52914	-139.90297	100.0	-508.40436	3.0517578e-05	-508.40433	-508.40433	850000	-6.942749e-08	209757.55	-0.002276873	-9.46875	0.47024435	0.0033406895	0.026	79.0	609.7023458480835
170	-133.88817	1.5164309	-130.30905	-137.61131	100.0	-508.394	9.1552734e-05	-508.39392	-508.39392	855000	-4.7302247e-08	210059.88	-0.0012635521	-10.328125	0.4379362	0.0045014345	0.0188	79.0	613.6200685501099
171	-134.07202	1.4384052	-130.987	-137.86664	100.0	-508.3826	3.0517578e-05	-508.38263	-508.38263	860000	6.866455e-08	209981.62	-0.0017903054	-10.4375	0.42158055	0.0050026122	0.0176	79.0	617.073130607605
172	-134.1033	1.6719115	-130.75084	-138.37567	100.0	-508.3711	0.00012207031	-508.37122	-508.37122	865000	-1.6326905e-07	209959.05	-0.001486345	-10.375	0.44375372	0.0026044229	0.0174	79.0	620.7339634895325
173	-134.46326	1.9563851	-131.28644	-139.30951	100.0	-508.3599	0.0	-508.3599	-508.3599	870000	4.8828124e-08	209828.3	-0.0011923416	-10.4375	0.43758672	0.004637373	0.0196	79.0	624.324923992157
174	-135.4997	2.385557	-130.4287	-143.42563	100.0	-508.34854	0.0	-508.34854	-508.34854	875000	8.9263914e-08	209518.03	-0.0015494751	-10.40625	0.43126714	0.0045666476	0.0208	79.0	627.978905916214
175	-134.43349	2.1719267	-130.79645	-139.99155	100.0	-508.33704	3.0517578e-05	-508.33707	-508.33707	880000	-3.5095216e-08	209891.86	-0.0010997636	-10.359375	0.3867529	0.00388956	0.0116	79.0	631.4919776916504
176	-133.56714	1.8534648	-129.14853	-139.5583	100.0	-508.3257	3.0517578e-05	-508.32568	-508.32568	885000	-1.5258789e-07	210107.36	-0.0020083024	-10.40625	0.38026786	0.0032172545	0.0292	79.0	635.0738127231598
177	-132.83725	1.8155941	-129.29091	-138.14684	100.0	-508.3144	6.1035156e-05	-508.31433	-508.31433	890000	9.4604495e-08	210368.03	-0.0022671737	-10.359375	0.27831933	0.0009923094	0.0244	79.0	638.5495021343231
178	-133.59883	1.527862	-130.38857	-137.36507	100.0	-508.3029	6.1035156e-05	-508.30295	-508.30295	895000	-1.7089843e-07	210068.75	-0.0022698562	-10.640625	0.24946631	0.0025679467	0.0266	79.0	642.0537383556366
179	-134.69572	1.9419755	-131.02963	-138.96173	100.0	-508.29144	3.0517578e-05	-508.2914	-508.2914	900000	8.773804e-08	209660.0	-0.002164904	-11.96875	0.27916172	0.002656275	0.0298	79.0	645.6075584888458
180	-134.93307	2.1103735	-130.88304	-141.09406	100.0	-508.27826	3.0517578e-05	-508.2783	-508.2783	905000	3.0517577e-09	209630.58	-0.0015395683	-12.59375	0.22430576	0.0031486978	0.0208	79.0	649.5668423175812
181	-134.21483	1.9064564	-130.54901	-137.87032	100.0	-508.2646	3.0517578e-05	-508.26456	-508.26456	910000	4.2724608e-08	209828.94	-0.0026977395	-12.59375	0.16733488	0.004634451	0.0278	79.0	653.1193912029266
182	-134.69637	1.7209399	-131.269	-139.86636	100.0	-508.2508	3.0517578e-05	-508.25082	-508.25082	915000	-8.392334e-08	209700.66	-0.0026821215	-12.625	0.14123404	0.007170229	0.031	79.0	656.7513825893402
183	-133.08853	1.5271544	-129.61691	-137.2316	100.0	-508.2371	0.0	-508.2371	-508.2371	920000	-5.0354004e-08	210192.75	-0.0029486055	-12.625	0.12459128	0.0026826411	0.0348	79.0	660.423540353775
184	-132.96901	1.8217231	-129.83743	-137.46938	100.0	-508.22336	3.0517578e-05	-508.22333	-508.22333	925000	-3.5095216e-08	210207.33	-0.002305362	-12.578125	0.13475294	0.001994584	0.0182	79.0	663.9920959472656
185	-133.16066	1.5554172	-129.4373	-136.65219	100.0	-508.20956	3.0517578e-05	-508.2096	-508.2096	930000	-9.689331e-08	210150.83	-0.0012438386	-12.609375	0.16559348	0.0038811998	0.0156	79.0	667.6059014797211
186	-132.58647	1.5566728	-129.83128	-137.74588	100.0	-508.1958	0.0	-508.1958	-508.1958	935000	-2.9754638e-08	210369.64	-0.0019240302	-12.59375	0.13302915	0.0029970917	0.0212	79.0	671.2145092487335
187	-132.03943	1.8056868	-128.83727	-136.44987	100.0	-508.1821	6.1035156e-05	-508.18204	-508.18204	940000	1.9073486e-08	210480.03	-0.0011589013	-12.671875	0.12830591	0.0031715652	0.0124	79.0	674.8169913291931
188	-131.44225	1.6031426	-127.523796	-134.88115	100.0	-508.1683	6.1035156e-05	-508.16824	-508.16824	945000	-5.1116942e-08	210725.28	-0.0023984183	-12.609375	0.14123428	0.004225383	0.0268	79.0	678.4361453056335
189	-131.29836	1.4847708	-128.42468	-134.37683	100.0	-508.15445	0.0	-508.15445	-508.15445	950000	4.5776368e-08	210687.28	-0.0028120417	-12.625	0.10968627	0.003445179	0.0306	79.0	682.1277992725372
190	-131.88622	1.774131	-127.68778	-136.911	100.0	-508.1407	3.0517578e-05	-508.14066	-508.14066	955000	-7.6293943e-10	210480.12	-0.00207603	-12.6875	0.10358603	0.0037535992	0.028	79.0	686.0952022075653
191	-132.68237	1.4031821	-129.24185	-135.76804	100.0	-508.1269	3.0517578e-05	-508.12686	-508.12686	960000	-9.765625e-08	210224.2	-0.0018963837	-13.109375	0.054323457	0.0049316753	0.0208	79.0	689.6869964599609
192	-132.58728	1.4718125	-129.88937	-136.08125	100.0	-508.1126	0.0	-508.1126	-508.1126	965000	9.536743e-08	210258.2	-0.0024961242	-14.46875	0.09687674	0.0036344659	0.0344	79.0	693.3291733264923
193	-131.94244	1.8072319	-128.63965	-137.3179	100.0	-508.09674	0.0	-508.09674	-508.09674	970000	1.1138916e-07	210445.2	-0.0031024283	-14.78125	0.08228721	0.006964441	0.0386	79.0	696.850590467453
194	-132.36996	1.7517551	-129.0468	-137.74017	100.0	-508.0806	6.1035156e-05	-508.08066	-508.08066	975000	3.5095216e-08	210277.42	-0.002265629	-14.875	0.0149397785	0.005136184	0.0282	79.0	700.350316286087
195	-131.59953	1.7477022	-128.1772	-136.68758	100.0	-508.0645	3.0517578e-05	-508.06448	-508.06448	980000	3.4332274e-08	210602.14	-0.002585086	-15.0	0.024738647	0.006023884	0.0302	79.0	704.0732645988464
196	-130.89374	1.4832047	-127.29867	-134.95079	100.0	-508.0482	0.0	-508.0482	-508.0482	985000	8.010864e-08	210698.53	-0.0032669173	-20.328125	0.092713915	0.0047796443	0.04	79.0	707.6538536548615
197	-131.6513	1.3863579	-128.57153	-134.01474	100.0	-508.02594	6.1035156e-05	-508.026	-508.026	990000	-8.5449216e-08	210455.78	-0.0032734573	-22.890625	0.08724492	0.002901765	0.035	79.0	711.2293758392334
198	-131.37955	1.8395034	-128.50342	-136.04199	100.0	-508.001	3.0517578e-05	-508.00098	-508.00098	995000	-4.8828124e-08	210501.34	-0.002161733	-23.0625	0.09964366	0.004676731	0.0244	79.0	714.8627691268921
199	-132.5168	1.5560108	-130.1139	-136.64217	100.0	-507.97586	0.0	-507.97586	-507.97586	1000000	2.2125244e-08	210158.12	-0.0015874512	-23.078125	0.044373322	0.003455458	0.0154	79.0	718.4879729747772
200	-132.52951	1.5181376	-129.57997	-137.61595	100.0	-507.9506	6.1035156e-05	-507.95065	-507.95065	1005000	6.1035155e-09	210072.81	-0.0018457916	-24.453125	0.027545206	0.0016243714	0.0136	79.0	722.5185344219208
201	-133.26471	1.6940371	-129.69165	-137.37856	100.0	-507.924	3.0517578e-05	-507.92404	-507.92404	1010000	5.645752e-08	209858.16	-0.0023720122	-25.046875	0.06206253	0.007112529	0.0356	79.0	726.0762667655945
202	-132.30646	1.8672198	-128.53812	-137.08122	100.0	-507.89655	3.0517578e-05	-507.89658	-507.89658	1015000	4.9591065e-08	210133.4	-0.00072946475	-25.140625	0.002580397	0.0018191523	0.0056	79.0	729.7642269134521
203	-133.48625	1.4987315	-130.50655	-137.94717	100.0	-507.8691	6.1035156e-05	-507.86905	-507.86905	1020000	1.4190674e-07	209704.39	-0.0015227585	-25.078125	0.04314307	0.0028322716	0.0208	79.0	733.2859950065613
204	-133.95241	1.6756487	-130.18904	-138.4899	100.0	-507.8416	6.1035156e-05	-507.84155	-507.84155	1025000	5.9509276e-08	209511.23	-0.003481769	-25.140625	0.024872039	0.0032614616	0.0396	79.0	736.8667321205139
205	-134.35558	1.9388226	-131.1554	-139.12177	100.0	-507.814	3.0517578e-05	-507.81403	-507.81403	1030000	5.41687e-08	209375.95	-0.0020522638	-25.15625	-0.0369017	0.006338415	0.027	79.0	740.5109663009644
206	-134.63779	1.863018	-130.42001	-140.09317	100.0	-507.78644	3.0517578e-05	-507.78647	-507.78647	1035000	-1.14440915e-07	209257.78	-0.0027744574	-26.0	-0.010508408	0.0028969839	0.0326	79.0	744.0443818569183
207	-134.05296	1.5302664	-129.18074	-137.58728	100.0	-507.758	3.0517578e-05	-507.75803	-507.75803	1040000	5.3405763e-08	209429.4	-0.0010628075	-27.1875	-0.07165046	0.0023693105	0.0104	79.0	747.5832312107086
208	-134.44356	1.6265535	-130.28937	-137.713	100.0	-507.7283	0.0	-507.7283	-507.7283	1045000	6.5612795e-08	209331.45	-0.0019756074	-27.90625	-0.048827466	0.005442382	0.0306	79.0	751.2004828453064
209	-134.31726	1.8031459	-129.37807	-137.7759	100.0	-507.6978	6.1035156e-05	-507.69775	-507.69775	1050000	2.746582e-08	209329.73	-0.0018582138	-33.578125	-0.07060184	0.0037562272	0.0212	79.0	754.6873958110809
210	-133.50722	1.4911876	-129.9343	-136.55893	100.0	-507.66104	3.0517578e-05	-507.66107	-507.66107	1055000	4.119873e-08	209556.78	-0.0016663589	-35.375	-0.07593829	0.00406536	0.0226	79.0	758.6656682491302
211	-133.09822	1.678989	-129.38866	-138.14519	100.0	-507.6223	6.1035156e-05	-507.62225	-507.62225	1060000	-1.9836426e-08	209673.4	-0.0022180313	-36.328125	-0.12773496	0.0033678673	0.0212	79.0	762.1930067539215
212	-132.36348	1.726549	-128.39128	-136.52531	100.0	-507.58255	0.0	-507.58255	-507.58255	1065000	5.493164e-08	209902.05	-0.0028360535	-37.625	-0.113525525	0.0055161775	0.0336	79.0	765.8331871032715
213	-131.04674	1.6467227	-127.38302	-134.73253	100.0	-507.54144	6.1035156e-05	-507.54138	-507.54138	1070000	9.613037e-08	210234.0	-0.0013081566	-37.75	-0.17748933	0.0038234	0.0188	79.0	769.4784798622131
214	-130.9308	1.2456497	-127.09189	-133.39468	100.0	-507.50015	0.0	-507.50015	-507.50015	1075000	-6.2561035e-08	210289.48	-0.0025227135	-37.765625	-0.22424825	0.001509071	0.032	79.0	773.0707652568817
215	-129.93068	1.6195104	-126.30718	-133.03548	100.0	-507.45895	9.1552734e-05	-507.45886	-507.45886	1080000	8.010864e-08	210548.9	-0.0019326027	-38.421875	-0.24163462	0.0035544739	0.0188	79.0	776.6391892433167
216	-130.31311	1.5141971	-126.358185	-132.75735	100.0	-507.41696	0.0	-507.41696	-507.41696	1085000	-4.4250488e-08	210374.89	-0.0026690583	-39.84375	-0.26010475	0.0035762012	0.0226	79.0	780.2062382698059
217	-130.48145	1.5677125	-127.49931	-133.48914	100.0	-507.3735	3.0517578e-05	-507.37347	-507.37347	1090000	-3.5858154e-08	210301.83	-0.0031354134	-44.015625	-0.20325574	0.0046853353	0.0374	79.0	783.8220183849335
218	-129.82526	1.2715693	-127.30169	-132.76413	100.0	-507.3254	3.0517578e-05	-507.32538	-507.32538	1095000	-8.468628e-08	210467.86	-0.0028721893	-47.96875	-0.21485771	0.005732154	0.039	79.0	787.4273457527161
219	-130.16814	1.4674617	-126.71939	-134.05144	100.0	-507.27316	6.1035156e-05	-507.2731	-507.2731	1100000	1.083374e-07	210268.31	-0.0019061684	-49.484375	-0.26035	0.0046996484	0.026	79.0	791.0382030010223
220	-129.91473	1.6278158	-126.11032	-133.49712	100.0	-507.21906	3.0517578e-05	-507.2191	-507.2191	1105000	3.2806398e-08	210373.17	-0.003228469	-50.453125	-0.3060437	0.0040957406	0.039	79.0	794.8546221256256
221	-129.45308	1.313383	-126.21262	-132.02126	100.0	-507.1641	0.0	-507.1641	-507.1641	1110000	0.0	210457.66	-0.0025651986	-50.40625	-0.31492844	0.003278627	0.0314	79.0	798.4734354019165
222	-129.7394	1.4124914	-127.06244	-133.68248	100.0	-507.1091	3.0517578e-05	-507.10907	-507.10907	1115000	-3.5095216e-08	210348.42	-0.0041595697	-51.390625	-0.37090167	0.005940643	0.0492	79.0	802.0082364082336
223	-128.87796	1.2562363	-125.964035	-131.49599	100.0	-507.0529	6.1035156e-05	-507.05295	-507.05295	1120000	-6.2561035e-08	210558.05	-0.0031406875	-54.65625	-0.40944862	0.005782848	0.051	79.0	805.491201877594
224	-128.43657	1.3348467	-125.6429	-131.27556	100.0	-506.9933	3.0517578e-05	-506.99332	-506.99332	1125000	8.69751e-08	210657.94	-0.0013030624	-60.234375	-0.43878478	0.0034126847	0.0146	79.0	809.0471782684326
225	-128.23485	1.5236018	-125.74403	-132.18732	100.0	-506.9277	9.1552734e-05	-506.9276	-506.9276	1130000	-8.31604e-08	210637.12	-0.0012250153	-62.28125	-0.4262007	0.002402673	0.0108	79.0	812.7123646736145
226	-128.48157	1.1243901	-125.944214	-130.87234	100.0	-506.8597	0.0	-506.8597	-506.8597	1135000	-9.307861e-08	210473.92	-0.0022044058	-62.921875	-0.428903	0.006269021	0.0198	79.0	816.3503949642181
227	-128.46227	1.3354121	-125.54657	-131.07571	100.0	-506.79095	3.0517578e-05	-506.791	-506.791	1140000	-3.6621095e-08	210486.02	-0.0015493262	-63.515625	-0.42227045	0.0022864304	0.0116	79.0	819.9332208633423
228	-127.700226	0.977832	-126.04737	-130.72551	100.0	-506.72165	3.0517578e-05	-506.72162	-506.72162	1145000	5.79834e-08	210654.39	-0.0021397057	-67.0	-0.4409338	0.0028821854	0.0278	79.0	823.6357374191284
229	-127.0572	1.2261515	-123.74989	-129.11057	100.0	-506.6485	0.0	-506.6485	-506.6485	1150000	2.5177002e-08	210745.73	-0.0015988029	-72.859375	-0.48424667	0.0031876145	0.0196	79.0	827.229031085968
230	-127.216354	1.1552662	-124.64959	-130.7747	100.0	-506.5691	3.0517578e-05	-506.56906	-506.56906	1155000	-5.645752e-08	210678.45	-0.0016530053	-75.15625	-0.515196	0.0038094537	0.019	79.0	831.2552518844604
231	-126.67505	1.3231238	-123.779785	-129.07074	100.0	-506.4871	3.0517578e-05	-506.48706	-506.48706	1160000	-1.449585e-08	210756.02	-0.0014282409	-75.75	-0.52046007	0.0028680398	0.0138	79.0	834.8201630115509
232	-127.01769	1.2043976	-124.57338	-130.38316	100.0	-506.4045	3.0517578e-05	-506.40448	-506.40448	1165000	-1.5258789e-09	210582.73	-0.0010904946	-78.3125	-0.44492704	0.005346503	0.0114	79.0	838.4145276546478
233	-126.20849	0.9760455	-124.40047	-128.10065	100.0	-506.3191	0.0	-506.3191	-506.3191	1170000	-1.373291e-08	210780.78	-0.002184285	-84.921875	-0.46094903	0.0036112648	0.0264	79.0	841.9879548549652
234	-125.54391	0.94622535	-122.82822	-127.82229	100.0	-506.2265	3.0517578e-05	-506.22647	-506.22647	1175000	1.17492675e-07	210917.3	-0.0029656282	-87.703125	-0.51622975	0.0067768763	0.036	79.0	845.665495634079
235	-125.5347	0.88811797	-123.990326	-127.38622	100.0	-506.1309	0.0	-506.1309	-506.1309	1180000	1.0070801e-07	210785.61	-0.002185682	-88.578125	-0.55738425	0.0053277626	0.0248	79.0	849.2238397598267
236	-125.87955	1.0561355	-123.23596	-127.99873	100.0	-506.03424	3.0517578e-05	-506.03427	-506.03427	1185000	3.5095216e-08	210659.22	-0.001077404	-93.59375	-0.5339964	0.004775971	0.0126	79.0	852.8076610565186
237	-125.4374	1.1826313	-123.06285	-129.05998	100.0	-505.9321	0.0	-505.9321	-505.9321	1190000	-6.637573e-08	210649.11	-0.0022023201	-99.125	-0.5229848	0.0015969081	0.023	79.0	856.4287569522858
238	-125.637474	1.0941504	-123.706696	-128.67166	100.0	-505.8241	3.0517578e-05	-505.82407	-505.82407	1195000	-4.9591065e-08	210525.9	-0.0028907196	-100.625	-0.51899356	0.005381118	0.0396	79.0	860.0002837181091
239	-125.433235	1.224788	-122.96817	-128.2097	100.0	-505.71414	3.0517578e-05	-505.71417	-505.71417	1200000	-1.5258789e-09	210479.12	-0.0020391173	-104.78125	-0.48288456	0.0031230568	0.0296	79.0	863.5946731567383
240	-125.984474	1.1370807	-123.19263	-129.51039	100.0	-505.5998	0.0	-505.5998	-505.5998	1205000	9.765625e-08	210211.83	-0.003079464	-111.171875	-0.5088902	0.0051802425	0.0406	79.0	867.6421120166779
241	-125.23305	1.0767684	-122.895325	-127.91993	100.0	-505.47845	6.1035156e-05	-505.4784	-505.4784	1210000	3.2043456e-08	210362.42	-0.0020772493	-113.25	-0.48140186	0.0042370954	0.0266	79.0	871.270105600357
242	-124.56321	0.90572065	-121.95253	-126.1692	100.0	-505.3548	3.0517578e-05	-505.35477	-505.35477	1215000	-1.487732e-07	210436.12	-0.00089046935	-119.046875	-0.5493944	0.0018593102	0.011	79.0	874.5962345600128
243	-124.657425	0.8362598	-122.93318	-127.13416	100.0	-505.22495	0.0	-505.22495	-505.22495	1220000	7.781983e-08	210260.94	-0.0016398948	-124.484375	-0.5646689	0.0025692207	0.019	79.0	877.7234516143799
244	-124.726555	1.0505581	-122.61763	-127.80233	100.0	-505.08896	0.0	-505.08896	-505.08896	1225000	3.051758e-08	210121.48	-0.003084224	-127.25	-0.5976204	0.007596458	0.0404	79.0	881.1487674713135
245	-125.37681	0.9047731	-123.771	-127.33605	100.0	-504.95	0.0	-504.95	-504.95	1230000	7.93457e-08	209828.42	-0.001945871	-134.67188	-0.65458214	0.00446379	0.0228	79.0	884.6576278209686
246	-125.20602	0.97711957	-122.88488	-127.54801	100.0	-504.8028	3.0517578e-05	-504.80283	-504.80283	1235000	9.765625e-08	209778.55	-0.0029510343	-138.07812	-0.5676171	0.0046679834	0.0318	79.0	888.2536618709564
247	-124.61371	0.8497418	-122.73472	-126.478836	100.0	-504.65195	6.1035156e-05	-504.6519	-504.6519	1240000	-1.01470945e-07	209801.83	-0.0017917587	-145.125	-0.6141634	0.0029067462	0.0202	79.0	891.9236996173859
248	-124.48451	0.9228137	-121.836586	-126.4319	100.0	-504.4932	6.1035156e-05	-504.49326	-504.49326	1245000	-5.493164e-08	209644.34	-0.002494821	-149.92188	-0.5864547	0.00546632	0.0272	79.0	895.6233837604523
249	-124.92385	0.9875821	-122.65675	-127.2074	100.0	-504.3293	3.0517578e-05	-504.32928	-504.32928	1250000	-7.6293943e-10	209422.95	-0.0018273132	-156.45312	-0.54751015	0.004449503	0.0274	79.0	899.5958113670349
